timestamp,node_id,temperature_c,humidity_pct,heat_index_c,pressure_hpa,altitude_m,accel_x,accel_y,accel_z,accel_total,seismic_dev,mq135_raw,co2_eq_ppm,soil_raw,soil_moisture_pct,tds_raw,tds_ppm,rain_raw,rain_wetness_pct,distance_cm,water_rate_cm_min,pir_motion,hazard_code,hazard_label,severity,risk_score,confidence_pct
2026-09-01 01:41:05,IN-DELHI-01,16.6,85.6,17.6,991.9,289.9,-3.22,-2.42,12.11,12.76,2.95,2,407,1366,97,220,352.0,1333,95,127.0,-4.52,0,2,LANDSLIDE_PRECURSOR,Extreme,93.0,91.3
2026-09-01 01:41:10,IN-DELHI-01,19.9,89.5,22.5,992.1,288.6,6.87,3.26,10.36,12.85,3.04,10,435,1369,97,219,350.4,1358,94,147.3,-2.55,1,2,LANDSLIDE_PRECURSOR,Extreme,89.1,87.9
2026-09-01 01:41:15,IN-DELHI-01,29.7,72.7,35.2,1006.4,167.7,1.01,-0.18,10.77,10.82,1.01,155,2260,3967,4,18,27.0,4073,0,182.8,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Severe,90.6,94.1
2026-09-01 01:41:20,IN-DELHI-01,26.7,91.9,33.0,990.6,301.1,-1.27,-2.08,11.26,11.52,1.71,8,428,1184,100,150,240.0,1562,87,163.2,-3.03,0,2,LANDSLIDE_PRECURSOR,Extreme,86.6,91.8
2026-09-01 01:41:25,IN-DELHI-01,28.1,52.9,30.4,1002.3,202.7,0.94,-0.13,10.74,10.79,0.98,0,400,3995,3,7,10.5,4080,0,185.4,0.12,0,0,NORMAL,None,5.0,92.7
2026-09-01 01:41:30,IN-DELHI-01,22.3,91.0,26.0,988.8,316.1,1.19,-0.3,10.78,10.85,1.04,11,438,1214,100,291,523.8,1235,98,16.4,-9.35,1,1,FLASH_FLOOD,Extreme,96.7,95.4
2026-09-01 01:41:35,IN-DELHI-01,24.5,66.9,26.9,998.8,232.1,1.11,-0.15,10.84,10.89,1.08,15,460,1952,76,650,1267.5,3867,7,82.2,-1.52,0,5,WATER_CONTAMINATION,Severe,90.3,91.1
2026-09-01 01:41:40,IN-DELHI-01,21.8,87.5,25.0,989.3,311.8,1.35,-0.39,10.96,11.05,1.24,6,421,1346,98,415,747.0,1120,100,70.6,-15.53,0,1,FLASH_FLOOD,Severe,85.9,89.7
2026-09-01 01:41:45,IN-DELHI-01,23.5,90.3,27.8,990.7,300.0,-3.71,-2.81,12.26,13.11,3.3,12,442,1250,100,228,364.8,1789,79,152.3,-2.54,0,2,LANDSLIDE_PRECURSOR,Extreme,98.6,89.7
2026-09-01 01:41:50,IN-DELHI-01,25.1,53.5,26.4,1001.9,205.6,0.97,-0.24,11.0,11.05,1.24,5,417,4039,2,4,6.0,4088,0,177.0,0.04,0,0,NORMAL,None,13.6,97.8
2026-09-01 01:41:55,IN-DELHI-01,27.8,61.6,31.0,1001.1,212.4,1.01,-0.19,10.7,10.75,0.94,5,417,4027,2,5,7.5,4054,1,175.2,0.05,0,0,NORMAL,None,10.1,92.8
2026-09-01 01:42:00,IN-DELHI-01,37.7,20.9,37.9,995.6,258.8,0.97,-0.21,10.88,10.92,1.11,139,1581,4095,0,12,18.0,4095,0,187.6,0.0,0,3,WILDFIRE,Severe,77.1,91.3
2026-09-01 01:42:05,IN-DELHI-01,22.3,87.7,25.7,983.8,357.8,1.05,-0.3,10.69,10.75,0.94,15,452,1321,99,279,502.2,1270,97,21.8,-12.71,0,1,FLASH_FLOOD,Extreme,95.6,91.3
2026-09-01 01:42:10,IN-DELHI-01,25.4,48.0,26.1,1000.9,214.2,1.04,-0.23,10.78,10.84,1.03,0,400,4054,1,9,13.5,4067,0,189.9,0.01,0,0,NORMAL,None,18.0,92.4
2026-09-01 01:42:15,IN-DELHI-01,20.2,84.9,22.4,991.0,297.5,-4.31,-2.68,10.17,11.36,1.55,17,459,1278,100,257,411.2,1465,90,110.7,-4.66,0,2,LANDSLIDE_PRECURSOR,Extreme,96.2,94.4
2026-09-01 01:42:20,IN-DELHI-01,23.3,95.5,27.9,989.8,307.6,1.06,-0.05,10.95,11.01,1.2,12,442,1286,100,359,646.2,1262,97,37.0,-16.94,0,1,FLASH_FLOOD,Severe,92.6,90.5
2026-09-01 01:42:25,IN-DELHI-01,24.4,97.1,29.8,988.2,321.1,1.01,-0.34,10.78,10.83,1.02,14,449,1379,97,314,565.2,1264,97,42.0,-19.67,1,1,FLASH_FLOOD,Severe,91.6,91.8
2026-09-01 01:42:30,IN-DELHI-01,44.8,17.1,45.8,996.6,250.2,1.08,-0.22,10.68,10.74,0.93,115,1377,4071,0,4,6.0,4095,0,196.2,0.0,0,3,WILDFIRE,Extreme,98.0,89.1
2026-09-01 01:42:35,IN-DELHI-01,26.0,63.8,28.7,1004.5,183.9,1.01,-0.09,10.62,10.67,0.86,142,2104,3977,4,8,12.0,4095,0,167.2,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,89.0,93.5
2026-09-01 01:42:40,IN-DELHI-01,31.6,52.9,35.3,999.9,222.5,1.08,-0.18,10.75,10.81,1.0,0,400,4030,2,14,21.0,4065,1,179.1,0.2,0,0,NORMAL,None,5.3,98.4
2026-09-01 01:42:45,IN-DELHI-01,21.7,92.0,25.1,988.7,316.7,1.09,-0.02,11.03,11.08,1.27,1,403,1284,100,228,410.4,1227,99,63.9,-6.89,0,1,FLASH_FLOOD,Severe,87.2,96.7
2026-09-01 01:42:50,IN-DELHI-01,27.4,67.0,31.0,1007.4,159.5,0.96,-0.14,10.8,10.84,1.03,164,2368,3980,4,6,9.0,4067,0,178.4,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Severe,91.7,97.8
2026-09-01 01:42:55,IN-DELHI-01,23.9,92.3,28.5,983.3,362.8,0.9,-0.29,10.89,10.93,1.12,11,438,1402,96,361,649.8,1206,99,54.4,-13.55,0,1,FLASH_FLOOD,Severe,89.1,91.6
2026-09-01 01:43:00,IN-DELHI-01,26.1,71.1,29.7,999.6,224.7,1.13,-0.16,10.71,10.78,0.97,30,520,1773,83,706,1376.7,3830,9,71.6,-1.43,1,5,WATER_CONTAMINATION,Severe,92.5,94.3
2026-09-01 01:43:05,IN-DELHI-01,24.6,56.6,25.9,1008.1,153.6,1.07,-0.23,10.76,10.82,1.01,101,1612,3962,4,10,15.0,4083,0,176.4,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Severe,84.1,97.0
2026-09-01 01:43:10,IN-DELHI-01,26.6,48.2,27.7,1000.8,215.1,1.02,-0.18,10.82,10.87,1.06,1,403,4073,0,17,25.5,4088,0,188.1,-0.15,1,0,NORMAL,None,6.0,92.9
2026-09-01 01:43:15,IN-DELHI-01,31.4,48.6,34.4,1002.7,198.6,1.1,-0.31,10.8,10.86,1.05,4,414,4023,2,5,7.5,4088,0,192.0,-0.18,0,0,NORMAL,None,7.5,94.2
2026-09-01 01:43:20,IN-DELHI-01,25.3,59.7,27.3,1007.4,159.0,1.09,-0.11,10.84,10.9,1.09,227,3124,4036,2,27,40.5,4067,0,181.5,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,99.0,94.2
2026-09-01 01:43:25,IN-DELHI-01,26.8,63.1,29.8,1005.7,173.7,1.07,-0.17,10.73,10.78,0.97,153,2236,3998,3,8,12.0,4065,1,171.6,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,90.4,93.0
2026-09-01 01:43:30,IN-DELHI-01,28.0,49.3,29.8,1003.3,193.6,1.03,-0.3,10.69,10.74,0.93,7,424,4095,0,15,22.5,4087,0,176.2,-0.4,0,0,NORMAL,None,6.2,97.9
2026-09-01 01:43:35,IN-DELHI-01,42.1,20.6,43.3,994.8,265.7,1.06,-0.17,10.8,10.85,1.04,122,1437,4088,0,6,9.0,4095,0,182.1,0.0,0,3,WILDFIRE,Extreme,92.3,94.1
2026-09-01 01:43:40,IN-DELHI-01,43.8,17.6,44.7,999.0,230.3,1.07,-0.22,10.74,10.79,0.98,129,1496,4083,0,6,9.0,4095,0,183.6,0.0,0,3,WILDFIRE,Extreme,98.0,87.1
2026-09-01 01:43:45,IN-DELHI-01,39.7,19.0,39.9,998.1,238.1,1.07,-0.24,10.78,10.83,1.02,99,1241,4095,0,10,15.0,4095,0,185.1,0.0,0,3,WILDFIRE,Severe,84.1,95.9
2026-09-01 01:43:50,IN-DELHI-01,24.1,89.3,28.5,993.4,277.8,3.71,1.29,11.81,12.45,2.64,15,452,1306,99,215,344.0,1274,97,111.5,-5.11,0,2,LANDSLIDE_PRECURSOR,Extreme,98.8,88.4
2026-09-01 01:43:55,IN-DELHI-01,24.1,96.1,29.2,987.9,323.8,1.24,-0.17,10.66,10.74,0.93,15,452,1339,98,263,473.4,1197,100,49.9,-12.33,1,1,FLASH_FLOOD,Severe,90.0,93.7
2026-09-01 01:44:00,IN-DELHI-01,21.4,93.5,24.9,986.2,337.9,1.08,-0.0,10.68,10.74,0.93,18,463,1430,95,270,486.0,1230,98,15.0,-13.55,1,1,FLASH_FLOOD,Extreme,97.0,90.8
2026-09-01 01:44:05,IN-DELHI-01,22.9,89.4,26.7,984.5,352.0,1.08,0.05,10.67,10.73,0.92,9,431,1306,99,298,536.4,1283,97,59.7,-14.29,0,1,FLASH_FLOOD,Severe,88.1,92.7
2026-09-01 01:44:10,IN-DELHI-01,25.4,56.6,27.1,1001.7,207.4,1.03,-0.18,10.56,10.61,0.8,181,2572,3987,3,5,7.5,4069,0,179.2,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,93.7,97.2
2026-09-01 01:44:15,IN-DELHI-01,25.0,53.6,26.3,1000.1,221.0,0.94,-0.2,10.86,10.9,1.09,0,400,4028,2,15,22.5,4071,0,176.8,-0.06,0,0,NORMAL,None,16.8,97.7
2026-09-01 01:44:20,IN-DELHI-01,27.8,49.1,29.5,998.6,233.8,1.05,-0.24,10.73,10.79,0.98,2,407,4095,0,14,21.0,4061,1,178.3,-0.25,0,0,NORMAL,None,3.8,92.6
2026-09-01 01:44:25,IN-DELHI-01,27.4,41.9,28.1,998.8,232.0,1.07,-0.2,10.85,10.91,1.1,0,400,4039,2,14,21.0,4040,1,170.4,-0.22,0,0,NORMAL,None,13.5,96.4
2026-09-01 01:44:30,IN-DELHI-01,28.5,47.8,30.2,1000.0,221.9,1.01,-0.11,10.94,10.99,1.18,10,435,4028,2,7,10.5,4072,0,179.1,0.06,0,0,NORMAL,None,14.0,97.3
2026-09-01 01:44:35,IN-DELHI-01,20.6,88.5,23.4,991.9,289.8,4.17,1.3,10.73,11.59,1.78,9,431,1283,100,272,435.2,1952,74,133.6,-7.83,0,2,LANDSLIDE_PRECURSOR,Extreme,89.3,92.8
2026-09-01 01:44:40,IN-DELHI-01,22.5,91.7,26.4,989.5,310.1,0.94,-0.12,10.74,10.78,0.97,9,431,1322,99,314,565.2,1211,99,44.9,-12.76,1,1,FLASH_FLOOD,Severe,91.0,90.0
2026-09-01 01:44:45,IN-DELHI-01,22.6,88.4,26.3,992.8,282.3,7.06,1.99,11.26,13.44,3.63,18,463,1310,99,253,404.8,1626,85,149.9,-4.37,0,2,LANDSLIDE_PRECURSOR,Extreme,89.9,94.4
2026-09-01 01:44:50,IN-DELHI-01,25.7,50.2,26.8,999.4,226.9,0.84,-0.23,10.98,11.01,1.2,2,407,4040,1,0,0.0,4095,0,177.0,0.03,0,0,NORMAL,None,15.8,97.7
2026-09-01 01:44:55,IN-DELHI-01,25.5,49.0,26.4,999.7,224.4,1.16,-0.14,10.83,10.89,1.08,1,403,4095,0,7,10.5,4049,1,170.7,0.14,0,0,NORMAL,None,2.5,93.1
2026-09-01 01:45:00,IN-DELHI-01,40.2,13.5,40.2,998.4,234.8,1.04,-0.18,10.81,10.87,1.06,107,1309,4077,0,4,6.0,4095,0,188.0,0.0,0,3,WILDFIRE,Severe,85.6,91.5
2026-09-01 01:45:05,IN-DELHI-01,28.2,56.9,31.0,1000.0,222.1,0.98,-0.32,10.64,10.69,0.88,1,403,4095,0,15,22.5,4049,1,178.0,0.27,1,0,NORMAL,None,8.0,92.9
2026-09-01 01:45:10,IN-DELHI-01,26.4,47.1,27.4,1003.2,194.6,1.22,-0.15,10.75,10.82,1.01,2,407,3978,4,16,24.0,4060,1,181.8,-0.15,0,0,NORMAL,None,10.5,96.1
2026-09-01 01:45:15,IN-DELHI-01,39.0,17.2,39.0,998.1,237.4,1.13,-0.17,10.78,10.84,1.03,90,1165,4074,0,8,12.0,4095,0,191.8,0.0,0,3,WILDFIRE,Severe,81.6,97.6
2026-09-01 01:45:20,IN-DELHI-01,25.5,49.5,26.4,1000.7,215.9,0.9,-0.21,10.88,10.92,1.11,5,417,4034,2,16,24.0,4045,1,173.9,0.24,0,0,NORMAL,None,15.3,94.3
2026-09-01 01:45:25,IN-DELHI-01,25.8,66.3,28.6,999.0,229.9,1.05,-0.17,10.74,10.79,0.98,32,528,1834,80,929,1811.5,2946,39,77.3,-2.81,0,5,WATER_CONTAMINATION,Severe,96.0,93.2
2026-09-01 01:45:30,IN-DELHI-01,24.4,58.8,25.9,1002.3,202.6,1.21,-0.25,10.67,10.74,0.93,26,504,1775,83,654,1275.3,3579,17,60.2,-2.12,0,5,WATER_CONTAMINATION,Severe,90.5,92.3
2026-09-01 01:45:35,IN-DELHI-01,25.0,56.3,26.5,998.9,231.3,1.1,-0.1,10.86,10.91,1.1,3,410,4037,2,7,10.5,4082,0,180.6,0.14,0,0,NORMAL,None,5.0,92.9
2026-09-01 01:45:40,IN-DELHI-01,24.2,47.4,24.6,1002.7,198.8,1.23,-0.21,10.96,11.03,1.22,7,424,4078,0,10,15.0,4078,0,191.9,0.05,0,0,NORMAL,None,4.1,93.9
2026-09-01 01:45:45,IN-DELHI-01,23.4,93.4,27.9,986.6,334.7,0.9,-0.14,10.68,10.72,0.91,11,438,1335,98,259,466.2,1344,95,58.9,-16.74,1,1,FLASH_FLOOD,Severe,88.2,92.6
2026-09-01 01:45:50,IN-DELHI-01,23.7,75.9,26.7,1006.9,163.6,1.03,-0.2,10.99,11.04,1.23,223,3076,3992,3,10,15.0,4055,1,177.0,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,98.8,93.5
2026-09-01 01:45:55,IN-DELHI-01,28.4,52.8,30.7,1001.4,209.6,0.98,-0.18,10.81,10.86,1.05,1,403,4072,0,16,24.0,4051,1,183.6,0.15,0,0,NORMAL,None,15.3,92.4
2026-09-01 01:46:00,IN-DELHI-01,26.7,57.2,29.0,1002.0,205.2,1.1,-0.17,10.76,10.81,1.0,3,410,4001,3,12,18.0,4095,0,187.6,0.01,0,0,NORMAL,None,14.7,94.7
2026-09-01 01:46:05,IN-DELHI-01,21.5,87.8,24.6,991.2,296.1,5.13,1.21,11.98,13.09,3.28,12,442,1271,100,213,340.8,1686,83,139.3,-5.79,0,2,LANDSLIDE_PRECURSOR,Extreme,85.4,90.8
2026-09-01 01:46:10,IN-DELHI-01,29.9,58.2,33.6,1006.3,168.8,1.07,-0.25,10.77,10.83,1.02,175,2500,4003,3,29,43.5,4029,2,176.7,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,93.0,90.6
2026-09-01 01:46:15,IN-DELHI-01,22.2,93.1,26.1,992.6,284.1,1.14,-0.33,11.17,11.23,1.42,15,452,1252,100,368,662.4,984,100,53.3,-11.14,0,1,FLASH_FLOOD,Severe,89.3,97.2
2026-09-01 01:46:20,IN-DELHI-01,23.0,84.7,26.5,991.2,295.7,-3.67,-2.84,9.84,10.87,1.06,13,445,1185,100,229,366.4,1671,83,127.7,-4.28,0,2,LANDSLIDE_PRECURSOR,Extreme,88.0,92.2
2026-09-01 01:46:25,IN-DELHI-01,28.9,74.1,34.2,1003.3,194.1,1.0,-0.14,10.76,10.8,0.99,19,476,1704,85,745,1452.8,2593,51,67.3,-1.38,0,5,WATER_CONTAMINATION,Severe,94.1,89.2
2026-09-01 01:46:30,IN-DELHI-01,25.3,64.1,27.8,1007.8,156.0,1.01,-0.13,10.8,10.85,1.04,186,2632,3914,6,36,54.0,4068,0,188.1,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,94.3,93.1
2026-09-01 01:46:35,IN-DELHI-01,45.5,16.3,46.4,998.4,235.0,1.08,-0.16,10.71,10.77,0.96,97,1224,4094,0,2,3.0,4095,0,189.3,0.0,0,3,WILDFIRE,Extreme,98.0,96.7
2026-09-01 01:46:40,IN-DELHI-01,24.1,65.6,26.2,998.2,236.8,1.1,-0.28,10.75,10.81,1.0,28,512,2000,74,387,754.6,2835,43,68.4,-1.32,1,5,WATER_CONTAMINATION,Severe,80.1,85.1
2026-09-01 01:46:45,IN-DELHI-01,43.6,17.6,44.4,999.0,230.4,1.18,-0.16,10.63,10.69,0.88,136,1556,4095,0,3,4.5,4095,0,188.8,0.0,0,3,WILDFIRE,Extreme,97.6,96.3
2026-09-01 01:46:50,IN-DELHI-01,27.8,55.3,30.2,1001.5,208.9,1.15,-0.16,10.73,10.79,0.98,6,421,4007,3,22,33.0,4036,2,168.0,0.24,0,0,NORMAL,None,15.3,97.5
2026-09-01 01:46:55,IN-DELHI-01,27.2,55.5,29.5,999.8,223.5,1.08,-0.11,10.71,10.76,0.95,0,400,4011,3,6,9.0,4061,1,188.8,0.18,0,0,NORMAL,None,18.0,93.4
2026-09-01 01:47:00,IN-DELHI-01,27.8,56.2,30.4,1001.2,211.4,1.06,-0.17,10.75,10.81,1.0,19,476,1932,77,694,1353.3,3262,28,71.3,-2.1,0,5,WATER_CONTAMINATION,Severe,92.1,92.1
2026-09-01 01:47:05,IN-DELHI-01,21.8,83.5,24.7,992.9,282.0,-2.65,-1.57,10.32,10.77,0.96,11,438,1279,100,260,416.0,1784,79,130.5,-3.46,0,2,LANDSLIDE_PRECURSOR,Extreme,95.4,87.6
2026-09-01 01:47:10,IN-DELHI-01,26.9,55.4,29.0,1002.1,204.2,1.17,-0.22,10.62,10.69,0.88,5,417,4028,2,8,12.0,4037,2,176.9,-0.1,0,0,NORMAL,None,13.7,94.1
2026-09-01 01:47:15,IN-DELHI-01,30.9,48.8,33.7,999.7,224.3,1.02,-0.18,10.84,10.89,1.08,0,400,4095,0,4,6.0,4093,0,180.5,-0.05,0,0,NORMAL,None,3.5,97.8
2026-09-01 01:47:20,IN-DELHI-01,20.8,89.4,23.6,992.5,285.0,-3.03,-2.64,10.17,10.93,1.12,14,449,1204,100,219,350.4,1717,82,125.6,-2.72,0,2,LANDSLIDE_PRECURSOR,Extreme,96.9,86.1
2026-09-01 01:47:25,IN-DELHI-01,22.9,94.5,27.2,992.1,288.6,1.08,-0.06,10.64,10.69,0.88,15,452,1277,100,289,520.2,1217,99,82.0,-13.02,0,1,FLASH_FLOOD,Severe,83.6,94.8
2026-09-01 01:47:30,IN-DELHI-01,29.3,54.3,32.2,1001.2,211.3,1.14,-0.25,10.82,10.88,1.07,3,410,3999,3,15,22.5,4082,0,190.9,-0.1,0,0,NORMAL,None,11.5,97.4
2026-09-01 01:47:35,IN-DELHI-01,29.7,59.6,33.6,1001.9,205.4,1.13,-0.2,10.75,10.81,1.0,1,403,4041,1,12,18.0,4076,0,197.3,-0.06,0,0,NORMAL,None,17.2,93.6
2026-09-01 01:47:40,IN-DELHI-01,21.1,90.9,24.2,992.2,287.4,-2.72,-2.55,11.84,12.42,2.61,16,456,1297,100,232,371.2,1553,87,134.1,-2.74,0,2,LANDSLIDE_PRECURSOR,Extreme,92.9,89.0
2026-09-01 01:47:45,IN-DELHI-01,24.5,93.6,29.6,988.4,319.3,1.02,-0.18,10.98,11.03,1.22,15,452,1375,97,323,581.4,1165,100,36.7,-13.33,0,1,FLASH_FLOOD,Severe,92.7,95.1
2026-09-01 01:47:50,IN-DELHI-01,27.6,55.0,29.9,1003.5,192.4,0.83,-0.26,10.72,10.75,0.94,0,400,4040,1,22,33.0,4077,0,192.5,-0.08,1,0,NORMAL,None,13.8,95.0
2026-09-01 01:47:55,IN-DELHI-01,23.4,98.4,28.3,992.3,286.7,0.9,-0.2,10.64,10.68,0.87,11,438,1192,100,309,556.2,1294,96,56.9,-9.53,0,1,FLASH_FLOOD,Severe,88.6,96.1
2026-09-01 01:48:00,IN-DELHI-01,20.7,98.2,24.2,988.8,315.8,1.14,-0.19,10.97,11.03,1.22,12,442,1244,100,448,806.4,1229,98,32.4,-6.2,1,1,FLASH_FLOOD,Severe,93.5,91.3
2026-09-01 01:48:05,IN-DELHI-01,27.9,94.6,35.2,990.7,299.9,6.11,2.39,10.18,12.11,2.3,2,407,1308,99,127,203.2,1854,77,87.4,-4.23,0,2,LANDSLIDE_PRECURSOR,Extreme,90.4,89.7
2026-09-01 01:48:10,IN-DELHI-01,25.9,55.9,27.7,1001.9,205.7,1.01,-0.08,10.85,10.89,1.08,30,520,1643,87,503,980.9,3438,22,35.4,-1.6,0,5,WATER_CONTAMINATION,Severe,84.6,87.9
2026-09-01 01:48:15,IN-DELHI-01,23.3,83.5,26.8,989.2,312.5,3.13,-0.09,12.08,12.48,2.67,13,445,1244,100,103,164.8,1422,92,141.2,-4.17,0,2,LANDSLIDE_PRECURSOR,Extreme,88.8,88.2
2026-09-01 01:48:20,IN-DELHI-01,26.8,56.4,29.0,1000.9,214.0,0.97,-0.16,10.8,10.84,1.03,0,400,4059,1,3,4.5,4069,0,193.5,-0.09,0,0,NORMAL,None,4.8,98.8
2026-09-01 01:48:25,IN-DELHI-01,27.8,58.1,30.7,1003.0,196.5,1.03,-0.2,10.86,10.91,1.1,201,2812,3920,6,6,9.0,4052,1,179.4,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Extreme,96.1,92.1
2026-09-01 01:48:30,IN-DELHI-01,24.1,64.2,26.1,1004.8,181.6,1.13,-0.2,10.95,11.01,1.2,134,2008,3979,4,23,34.5,4069,0,175.5,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Severe,88.1,93.4
2026-09-01 01:48:35,IN-DELHI-01,26.5,52.6,28.2,1000.8,214.7,1.13,-0.27,10.83,10.89,1.08,0,400,4049,1,13,19.5,4058,1,178.9,-0.1,0,0,NORMAL,None,5.0,98.0
2026-09-01 01:48:40,IN-DELHI-01,27.3,50.6,29.1,998.7,232.3,0.92,-0.28,10.85,10.9,1.09,1,403,4084,0,17,25.5,4055,1,175.5,0.05,0,0,NORMAL,None,18.0,93.4
2026-09-01 01:48:45,IN-DELHI-01,41.7,12.7,41.7,998.1,237.6,0.92,-0.29,10.79,10.83,1.02,123,1445,4081,0,14,21.0,4095,0,190.2,0.0,0,3,WILDFIRE,Severe,91.1,88.3
2026-09-01 01:48:50,IN-DELHI-01,31.4,52.0,34.9,999.6,225.1,1.17,-0.12,10.76,10.83,1.02,0,400,4005,3,9,13.5,4028,2,182.7,-0.31,0,0,NORMAL,None,17.8,94.5
2026-09-01 01:48:55,IN-DELHI-01,22.8,62.4,24.1,1003.0,196.1,1.08,-0.12,10.83,10.88,1.07,25,500,1688,86,662,1290.9,2918,40,68.4,-1.42,1,5,WATER_CONTAMINATION,Severe,90.8,87.1
2026-09-01 01:49:00,IN-DELHI-01,21.1,90.7,24.2,992.6,284.4,7.08,1.84,10.16,12.52,2.71,14,449,1233,100,241,385.6,1601,86,93.6,-3.32,0,2,LANDSLIDE_PRECURSOR,Extreme,91.6,95.9
2026-09-01 01:49:05,IN-DELHI-01,25.5,54.5,26.9,998.9,230.8,1.04,-0.29,10.79,10.85,1.04,0,400,4063,1,17,25.5,4071,0,172.1,-0.13,0,0,NORMAL,None,10.6,95.4
2026-09-01 01:49:10,IN-DELHI-01,28.9,60.9,32.5,1001.6,208.1,1.01,-0.19,10.81,10.86,1.05,1,403,4037,2,19,28.5,4072,0,170.3,-0.08,0,0,NORMAL,None,17.5,92.2
2026-09-01 01:49:15,IN-DELHI-01,25.9,46.6,26.7,1000.4,218.1,1.19,-0.1,10.93,11.0,1.19,13,445,4084,0,19,28.5,4065,1,183.2,0.2,0,0,NORMAL,None,10.8,97.9
2026-09-01 01:49:20,IN-DELHI-01,27.4,47.9,28.8,1001.8,206.5,0.98,-0.14,10.73,10.78,0.97,3,410,4038,2,15,22.5,4087,0,198.1,-0.04,0,0,NORMAL,None,17.0,98.6
2026-09-01 01:49:25,IN-DELHI-01,26.2,58.6,28.4,1002.3,201.9,0.91,-0.15,10.64,10.68,0.87,0,400,4072,0,8,12.0,4033,2,196.7,0.21,0,0,NORMAL,None,16.3,93.1
2026-09-01 01:49:30,IN-DELHI-01,26.8,50.0,28.2,999.2,228.2,0.93,-0.26,10.66,10.71,0.9,7,424,4036,2,5,7.5,4069,0,197.4,0.02,0,0,NORMAL,None,11.6,97.7
2026-09-01 01:49:35,IN-DELHI-01,27.0,55.0,29.1,1001.7,207.4,1.11,-0.12,10.81,10.87,1.06,1,403,4065,1,2,3.0,4057,1,185.8,-0.03,0,0,NORMAL,None,17.0,98.0
2026-09-01 01:49:40,IN-DELHI-01,26.2,51.3,27.6,1001.5,209.2,1.06,-0.18,10.9,10.95,1.14,9,431,4090,0,0,0.0,4086,0,186.6,0.15,0,0,NORMAL,None,14.6,98.0
2026-09-01 01:49:45,IN-DELHI-01,26.9,55.1,29.0,1000.0,222.0,1.16,-0.15,10.72,10.78,0.97,3,410,4083,0,13,19.5,4033,2,182.6,0.13,0,0,NORMAL,None,10.0,92.7
2026-09-01 01:49:50,IN-DELHI-01,24.2,92.8,29.1,990.4,302.4,1.14,-0.22,10.68,10.75,0.94,8,428,1401,96,388,698.4,1312,96,46.8,-14.06,0,1,FLASH_FLOOD,Severe,90.6,91.5
2026-09-01 01:49:55,IN-DELHI-01,25.0,90.0,30.0,989.3,311.9,1.18,-0.1,10.76,10.83,1.02,14,449,1382,97,409,736.2,1180,100,48.8,-10.49,0,1,FLASH_FLOOD,Severe,90.2,97.5
2026-09-01 01:50:00,IN-DELHI-01,22.2,68.9,23.9,1003.6,191.0,1.08,-0.17,10.65,10.7,0.89,37,548,1594,89,584,1138.8,3424,23,60.3,-0.89,0,5,WATER_CONTAMINATION,Severe,87.8,92.1
2026-09-01 01:50:05,IN-DELHI-01,26.9,62.8,29.9,1006.5,166.7,0.99,-0.2,10.76,10.81,1.0,120,1840,3855,8,11,16.5,4070,0,178.0,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,86.4,92.6
2026-09-01 01:50:10,IN-DELHI-01,25.7,53.5,27.2,1001.9,206.1,1.12,-0.11,10.64,10.7,0.89,0,400,4095,0,6,9.0,4057,1,165.9,0.05,0,0,NORMAL,None,9.6,96.8
2026-09-01 01:50:15,IN-DELHI-01,24.5,91.3,29.3,986.9,331.8,0.88,-0.24,10.93,10.96,1.15,8,428,1275,100,361,649.8,1307,96,47.7,-8.79,0,1,FLASH_FLOOD,Severe,90.5,94.5
2026-09-01 01:50:20,IN-DELHI-01,26.4,55.8,28.4,1001.4,210.0,1.01,-0.15,10.96,11.01,1.2,4,414,4052,1,17,25.5,4060,1,184.9,0.08,0,0,NORMAL,None,3.3,98.3
2026-09-01 01:50:25,IN-DELHI-01,42.9,15.5,42.9,997.0,247.1,1.06,-0.14,10.87,10.93,1.12,105,1292,4092,0,4,6.0,4095,0,183.3,0.0,0,3,WILDFIRE,Extreme,95.2,92.5
2026-09-01 01:50:30,IN-DELHI-01,22.6,94.5,26.8,990.0,306.3,0.95,-0.13,10.7,10.74,0.93,14,449,1304,99,352,633.6,1179,100,64.1,-16.98,1,1,FLASH_FLOOD,Severe,87.2,94.9
2026-09-01 01:50:35,IN-DELHI-01,28.5,53.0,31.0,1001.6,207.9,1.03,-0.1,10.87,10.92,1.11,7,424,4074,0,2,3.0,4042,1,182.6,0.07,0,0,NORMAL,None,14.5,93.1
